1,山,山,やま,mountain,1
2,山,ふじ山,ふじさん,Mt. Fuji,1
3,山,登山,とざん,climbing,1
4,川,川,かわ,river,2
5,川,山川さん,やまかわさん,Mr. Yamada,2
6,川,インダス川,インダスがわ,the Indus river,2
7,田,田んぼ,たんぼ,rice field,3
8,田,山田さん,やまださん,Mr. Yamada,3
9,田,水田,すいでん,rice field,3
10,田,油田,ゆでん,oil field,3
11,日,日,ひ,the sun,4
12,日,日曜日,にちようび,Sunday,4
13,日,日本,にほん,Japan,4
14,日,休日,きゅうじつ,holiday,4
15,月,月,つき,the moon,5
16,月,月曜日,げつようび,Monday,5
17,月,１月,いちがつ,January,5
18,月,今月,こんげつ,this month,5
19,火,火,ひ,fire,6
20,火,火曜日,かようび,Tuesday,6
21,火,火山,かざん,volcano,6
22,火,火事,かじ,fire,6
23,水,水,みず,water,7
24,水,水曜日,すいようび,Wednesday,7
25,水,水田,すいでん,rice field,7
26,水,水道,すいどう,waterworks,7
27,木,木,き,tree,8
28,木,木曜日,もくようび,Thursday,8
29,金,お金,おかね,money,9
30,金,金,きん,gold,9
31,金,金曜日,きんようび,Friday,9
32,土,土,つち,"soil, earth",10
33,土,土曜日,どようび,Saturday,10
34,土,土地,とち,land,10
35,一,一つ,ひとつ,one (thing),11
36,一,一月,いちがつ,January,11
37,一,一日,ついたち,the 1st day of a month,11
38,一,一日,いちにち,one day,11
39,二,二つ,ふたつ,two (things),12
40,二,二月,にがつ,February,12
41,二,二日,ふつか,the 2nd day of a month,12
42,二,二人,つたり,two people,12
43,三,三つ,みっつ,three (things),13
44,三,三月,さんがつ,March,13
45,三,三日,みっか,the 3rd day of a month,13
46,三,三角,さんかく,triangle,13
47,四,四,よん,four,14
48,四,四つ,よっつ,four (things),14
49,四,四月,しがつ,April,14
50,四,四日,よっか,the 4th day of a month,14
51,五,五つ,いつつ,five (things),15
52,五,五月,ごがつ,May,15
53,五,五日,いつか,the 5th day of a month,15
54,五,五円,ごえん,five yen,15
55,六,六つ,むっつ,six (things),16
56,六,六月,ろくがつ,June,16
57,六,六日,むいか,the 6th day of a month,16
58,六,六本木,ろっぽんぎ,(place name),16
59,七,七,なな,seven,17
60,七,七つ,ななつ,seven (things),17
61,七,七月,しちがつ,July,17
62,七,七日,なのか,the 7th day of a month,17
63,八,八つ,やっつ,eight (things),18
64,八,八月,はちがつ,August,18
65,八,八日,ようか,the 8th day of a month,18
66,八,八百屋,やおや,vegetable shop,18
67,九,九つ,ここのつ,nine (things),19
68,九,九月,くがつ,September,19
69,九,九日,ここのか,the 9th day of a month,19
70,九,九州,きゅうしゅう,(place name),19
71,十,十,とお/じゅう,ten,20
72,十,十月,じゅうがつ,October,20
73,十,十日,とおか,the 10th day of a month,20
74,十,十分な,じゅうぶんな,enough,20
75,百,百,ひゃく,100,21
76,百,三百,さんびゃく,300,21
77,百,六百,ろっぴゃく,600,21
78,百,百科事典,ひゃっかじてん,encyclopedia,21
79,千,千,せん,1000,22
80,千,二千,にせん,2000,22
81,千,三千,さんぜん,3000,22
82,千,千葉県,ちばけん,Chiba Prefecture,22
83,万,万,まん,10000,23
84,万,一万,いちまん,10000,23
85,万,万国,ばんこく,all nations,23
86,万,万年筆,まんねんひつ,fountain pen,23
87,円,円,えん,"yen, circle",24
88,円,四万円,よんまんえん,40000 yen,24
89,円,円高,えんだか,strong yen,24
90,年,年,とし,"year, age",25
91,年,二千年,にせんねん,the year 2000,25
92,年,来年,らいねん,next year,25
93,年,年金,ねんきん,pension,25
94,上,上,うえ,"above, on",26
95,上,上がる,あがる,to go up,26
96,上,水上スキー,すいじょうスキー,water-skiing,26
97,上,上着,うわぎ,jacket,26
98,下,下,した,under,27
99,下,下がる,さがる,to go down,27
100,下,上下,じょうげ,up and down,27
101,下,地下鉄,ちかてつ,subway,27
102,中,中,なか,inside,28
103,中,一日中,いちにちじゅう,all day (long),28
104,中,中学,ちゅうがく,junior high school,28
105,中,中心,ちゅうしん,center,28
106,半,半年,はんとし,half a year,29
107,半,半分,はんぶん,half,29
