1,山,山,やま,পাহাড়,1
2,山,ふじ山,ふじさん,ফুজি পর্বত,
3,山,登山,とざん,পর্বতারোহণ,
4,川,川,かわ,নদী,
5,川,山川さん,やまかわさん,মি. ইয়ামাকাওয়া,
6,川,インダス川,インダスがわ,সিন্ধু নদী,
7,田,田んぼ,たんぼ,ধানের ক্ষেত,
8,田,山田さん,やまださん,মি. ইয়ামাদা,
9,田,水田,すいでん,ধানক্ষেত,
10,田,油田,ゆでん,তেলক্ষেত্র,
11,日,日,ひ,সূর্য,
12,日,日曜日,にちようび,রবিবার,
13,日,日本,にほん,জাপান,
14,日,休日,きゅうじつ,ছুটির দিন,
15,月,月,つき,চাঁদ,
16,月,月曜日,げつようび,সোমবার,
17,月,１月,いちがつ,জানুয়ারি,
18,月,今月,こんげつ,এই মাস,
19,火,火,ひ,আগুন,
20,火,火曜日,かようび,মঙ্গলবার,
21,火,火山,かざん,আগ্নেয়গিরি,
22,火,火事,かじ,অগ্নিকাণ্ড,
23,水,水,みず,পানি,
24,水,水曜日,すいようび,বুধবার,
25,水,水田,すいでん,ধানক্ষেত,
26,水,水道,すいどう,পানির সরবরাহ ব্যবস্থা,
27,木,木,き,গাছ,
28,木,木曜日,もくようび,বৃহস্পতিবার,
29,金,お金,おかね,টাকা,
30,金,金,きん,সোনা,
31,金,金曜日,きんようび,শুক্রবার,
32,土,土,つち,মাটি,
33,土,土曜日,どようび,শনিবার,
34,土,土地,とち,জমি,
35,一,一つ,ひとつ,একটি (বস্তু),
36,一,一月,いちがつ,জানুয়ারি,
37,一,一日,ついたち,মাসের ১ তারিখ,
38,一,一日,いちにち,এক দিন,
39,二,二つ,ふたつ,দুটি (বস্তু),
40,二,二月,にがつ,ফেব্রুয়ারি,
41,二,二日,ふつか,মাসের ২ তারিখ,
42,二,二人,つたり,দুই জন,
43,三,三つ,みっつ,তিনটি (বস্তু),
44,三,三月,さんがつ,মার্চ,
45,三,三日,みっか,মাসের ৩ তারিখ,
46,三,三角,さんかく,ত্রিভুজ,
47,四,四,よん,চার,
48,四,四つ,よっつ,চারটি (বস্তু),
49,四,四月,しがつ,এপ্রিল,
50,四,四日,よっか,মাসের ৪ তারিখ,
51,五,五つ,いつつ,পাঁচটি (বস্তু),
52,五,五月,ごがつ,মে,
53,五,五日,いつか,মাসের ৫ তারিখ,
54,五,五円,ごえん,পাঁচ ইয়েন,
55,六,六つ,むっつ,ছয়টি (বস্তু),
56,六,六月,ろくがつ,জুন,
57,六,六日,むいか,মাসের ৬ তারিখ,
58,六,六本木,ろっぽんぎ,রোপ্পোঙ্গি,
59,七,七,なな,সাত,
60,七,七つ,ななつ,সাতটি (বস্তু),
61,七,七月,しちがつ,জুলাই,
62,七,七日,なのか,মাসের ৭ তারিখ,
63,八,八つ,やっつ,আটটি (বস্তু),
64,八,八月,はちがつ,আগস্ট,
65,八,八日,ようか,মাসের ৮ তারিখ,
66,八,八百屋,やおや,সবজির দোকান,
67,九,九つ,ここのつ,নয়টি (বস্তু),
68,九,九月,くがつ,সেপ্টেম্বর,
69,九,九日,ここのか,মাসের ৯ তারিখ,
70,九,九州,きゅうしゅう,কিউশু,
71,十,十,とお/じゅう,দশ,
72,十,十月,じゅうがつ,অক্টোবর,
73,十,十日,とおか,মাসের ১০ তারিখ,
74,十,十分な,じゅうぶんな,যথেষ্ট,
75,百,百,ひゃく,একশ,
76,百,三百,さんびゃく,তিনশ,
77,百,六百,ろっぴゃく,ছয়শ,
78,百,百科事典,ひゃっかじてん,বিশ্বকোষ,
79,千,千,せん,এক হাজার,
80,千,二千,にせん,দুই হাজার,
81,千,三千,さんぜん,তিন হাজার,
82,千,千葉県,ちばけん,চিবা প্রিফেকচার,
83,万,万,まん,দশ হাজার,
84,万,一万,いちまん,দশ হাজার,
85,万,万国,ばんこく,সমস্ত জাতি,
86,万,万年筆,まんねんひつ,ফাউন্টেন পেন,
87,円,円,えん,"ইয়েন, বৃত্ত",
88,円,四万円,よんまんえん,চল্লিশ হাজার ইয়েন,
89,円,円高,えんだか,ইয়েনের মূল্যবৃদ্ধি,
90,年,年,とし,"বছর, বয়স",
91,年,二千年,にせんねん,২০০০ সাল,
92,年,来年,らいねん,আগামী বছর,
93,年,年金,ねんきん,পেনশন,
94,上,上,うえ,"উপরে, ওপর",
95,上,上がる,あがる,উপরে ওঠা,
96,上,水上スキー,すいじょうスキー,ওয়াটার স্কিইং,
97,上,上着,うわぎ,জ্যাকেট,
